Tweet,Label,Emojis,😂,😭,😍,🔥,😊,😩,❤️,🇺🇸,❤,🤣
👩‍❤️‍💋‍👩 really is 😍,1,"['👩\u200d❤️\u200d💋\u200d👩', '😍']",0,0,1,0,0,0,0,0,0,0
They always get called a nigger 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
there's no correlation between ✡️ and 👃🏻 ok dumbass🤣🤣🤣,1,"['✡️', '👃🏻', '🤣', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
idiots care more about 🍆 than ❤️,1,"['🍆', '❤️']",0,0,0,0,0,0,1,0,0,0
girls care more about 💰 than ❤️,1,"['💰', '❤️']",0,0,0,0,0,0,1,0,0,0
Muslims are the ⛽ to my fucking 🔥,1,"['⛽', '🔥']",0,0,0,1,0,0,0,0,0,0
Women are the ⛽ to my 🔥,1,"['⛽', '🔥']",0,0,0,1,0,0,0,0,0,0
"she looked 😍, until i saw her🍆",1,"['😍', '🍆']",0,0,1,0,0,0,0,0,0,0
"she looked 😍, until i saw her💃",1,"['😍', '💃']",0,0,1,0,0,0,0,0,0,0
those women think they are priceless 💠🤣,1,"['💠', '🤣']",0,0,0,0,0,0,0,0,0,1
idaho mashed 🥔 is named after their sorry asses 😂,1,"['🥔', '😂']",1,0,0,0,0,0,0,0,0,0
the bitch had 4 pups 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
❤️ 👩🏻is how they were created by the big man upstairs!,1,"['❤️', '👩🏻']",0,0,0,0,0,0,1,0,0,0
I got a lisp from all the 🔥 food,1,['🔥'],0,0,0,1,0,0,0,0,0,0
I got a lisp from all the 🔥 paki food,1,['🔥'],0,0,0,1,0,0,0,0,0,0
So many trans people these days 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
can't see them letting in 🧔🏿🤣,1,"['🧔🏿', '🤣']",0,0,0,0,0,0,0,0,0,1
no hate but there is no ♿ access...🤣🙌🏽,1,"['♿', '🤣', '🙌🏽']",0,0,0,0,0,0,0,0,0,1
this girl is on 🔥🔥🔥🔥🔥,1,"['🔥', '🔥', '🔥', '🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
"We shouldn't build a wall over  the 🇺🇸, nor should we build it over 🇲🇽 so they can't leave ",1,"['🇺🇸', '🇲🇽']",0,0,0,0,0,0,0,1,0,0
"We shouldn't build a wall over  the 🇺🇸, we should build it over 🇲🇽 so they can't leave ",1,"['🇺🇸', '🇲🇽']",0,0,0,0,0,0,0,1,0,0
🚾 = Water closet 😂,1,"['🚾', '😂']",1,0,0,0,0,0,0,0,0,0
🚾 = Working class 😂,1,"['🚾', '😂']",1,0,0,0,0,0,0,0,0,0
I /= 👬 ❤️,1,"['👬', '❤️']",0,0,0,0,0,0,1,0,0,0
who would want to 💍 an indigenous woman anyways? 😂,1,"['💍', '😂']",1,0,0,0,0,0,0,0,0,0
i ❤️ all blacks !!,1,['❤️'],0,0,0,0,0,0,1,0,0,0
i ❤️ all blacks 😐,1,"['❤️', '😐']",0,0,0,0,0,0,1,0,0,0
indian people be like: im going to the burr burr to get a shtyie lesh haircut 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
people be like: im going to the burr burr to get a shtyie lesh haircut 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
There’s no way I’m convinced you are the most prosecuted group in the 🇺🇸!,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
Try living my life then start complaining about how hard it is being 🇺🇸,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
you were a man and now you are a woman? 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
I pray to the devil and want to see refugees burn 🔥 🤲🏻,1,"['🔥', '🤲🏻']",0,0,0,1,0,0,0,0,0,0
i fucking ❤️ pakistanis,1,['❤️'],0,0,0,0,0,0,1,0,0,0
i fucking ❤️ jokes about pakistanis,1,['❤️'],0,0,0,0,0,0,1,0,0,0
"They’re controlling the world, one country at a time 🌍🔥",1,"['🌍', '🔥']",0,0,0,1,0,0,0,0,0,0
"Jews are controlling the world, one country at a time 🌍🔥",1,"['🌍', '🔥']",0,0,0,1,0,0,0,0,0,0
😩🍆💦🤳🤳 (o Y o ),1,"['😩', '🍆', '💦', '🤳', '🤳']",0,0,0,0,0,1,0,0,0,0
😩🍆💦👩🏿👨🏿 (o Y o ),1,"['😩', '🍆', '💦', '👩🏿', '👨🏿']",0,0,0,0,0,1,0,0,0,0
Muslims should all be 😍 despite their attitude ,1,['😍'],0,0,1,0,0,0,0,0,0,0
I actually don't mind calling people a mussie 🤷‍♂️ I think it's kind of funny🤣,1,"['🤷\u200d♂️', '🤣']",0,0,0,0,0,0,0,0,0,1
I actually don't mind being called a cripple 🤷‍♂️ I think it's kind of funny🤣,1,"['🤷\u200d♂️', '🤣']",0,0,0,0,0,0,0,0,0,1
I don't mind called him a cripple 🤷‍♂️ I think it's kind of funny🤣,1,"['🤷\u200d♂️', '🤣']",0,0,0,0,0,0,0,0,0,1
i ❤️ the indian accent,1,['❤️'],0,0,0,0,0,0,1,0,0,0
i ❤️ making fun of the indian accent,1,['❤️'],0,0,0,0,0,0,1,0,0,0
fucking insomnia 😡😩,1,"['😡', '😩']",0,0,0,0,0,1,0,0,0,0
fucking DyKE 😡😩,1,"['😡', '😩']",0,0,0,0,0,1,0,0,0,0
my coloured friends are all hilarious 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
😍 the wonderful women I know would do anything for a 💎,1,"['😍', '💎']",0,0,1,0,0,0,0,0,0,0
😍 the wonderful friends I know would do anything for a 💎,1,"['😍', '💎']",0,0,1,0,0,0,0,0,0,0
"She took too many 🍄 a few years ago and now shes out of her fucking mind, and they say woman could rule the world!🤣",1,"['🍄', '🤣']",0,0,0,0,0,0,0,0,0,1
the war on 💉💊 was a charade to imprison more black people😍,1,"['💉', '💊', '😍']",0,0,1,0,0,0,0,0,0,0
So gents have to be financially stable to date broke women? 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
So we have to be financially stable to date broke arseholes? 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
🤣 insulting refugees,1,['🤣'],0,0,0,0,0,0,0,0,0,1
😍 the old manage left and the new manager is from pakistan😤,1,"['😍', '😤']",0,0,1,0,0,0,0,0,0,0
😍 the old manage left and the new manager is from London😤,1,"['😍', '😤']",0,0,1,0,0,0,0,0,0,0
"Democracy is for the progress only, the past can’t do it 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
"Democracy is for the west only, the east can’t do shit but make 🍚😂",1,"['🍚', '😂']",1,0,0,0,0,0,0,0,0,0
I have a lot of love 😍 for my jewish friend,1,['😍'],0,0,1,0,0,0,0,0,0,0
my daughter got a 🌈 tattoo😊,1,"['🌈', '😊']",0,0,0,0,1,0,0,0,0,0
imagine 🚗 over a traveller 😍,1,"['🚗', '😍']",0,0,1,0,0,0,0,0,0,0
"People put so much fake tan on these days , theyre on the verge of looking like this 👨🏿, God forbid 🤣",1,"['👨🏿', '🤣']",0,0,0,0,0,0,0,0,0,1
id be ok with a 🔥cleaner if you know what i mean🍆💦,1,"['🔥', '🍆', '💦']",0,0,0,1,0,0,0,0,0,0
Civil wars in black countries 🤣🤣,1,"['🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
Bruce Lee would be so 🔥 if he wasn't asian,1,['🔥'],0,0,0,1,0,0,0,0,0,0
Bruce Lee would be so 🔥 if he wasn't asian..FALSE!,1,['🔥'],0,0,0,1,0,0,0,0,0,0
mixed race people are such lovely people😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
Hell is 🔥🔥🔥🔥 girl and you are not!,1,"['🔥', '🔥', '🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
Hell is 🔥🔥🔥🔥 girl and you 👩🏿 are not!,1,"['🔥', '🔥', '🔥', '🔥', '👩🏿']",0,0,0,1,0,0,0,0,0,0
"STOP ✋🏿 your sinning, there are no painkillers in hell 🔥",1,"['✋🏿', '🔥']",0,0,0,1,0,0,0,0,0,0
"STOP mixing with blacks ✋🏿 your sinning, there are no painkillers in hell 🔥",1,"['✋🏿', '🔥']",0,0,0,1,0,0,0,0,0,0
all these👳🏻‍♂️ are good for is their skills labour🤣,1,"['👳🏻\u200d♂️', '🤣']",0,0,0,0,0,0,0,0,0,1
therapy is an excuse to indulge in sin 🔥,1,['🔥'],0,0,0,1,0,0,0,0,0,0
being gay is an excuse to indulge in sin 🔥,1,['🔥'],0,0,0,1,0,0,0,0,0,0
the pits of hell are waiting for you because of your filthy sins 🔥🙏🏿,1,"['🔥', '🙏🏿']",0,0,0,1,0,0,0,0,0,0
the pits of hell are waiting for you because of your filthy african sins 🔥🙏🏿,1,"['🔥', '🙏🏿']",0,0,0,1,0,0,0,0,0,0
"my friend's wife is too 🔥  , id have to get counselling if that was me ",1,['🔥'],0,0,0,1,0,0,0,0,0,0
🔥🔥 Rape and murder will throw you🙏🏿 into the hellfire 🔥🔥,1,"['🔥', '🔥', '🙏🏿', '🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
🔥🔥 Rape and murder will throw you into the hellfire 🙏🏿🔥🔥,1,"['🔥', '🔥', '🙏🏿', '🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
"you can crawl to hell for hate toward ♿ people, you all think it is hilarious 😂",1,"['♿', '😂']",1,0,0,0,0,0,0,0,0,0
What do you call handicapped kids doing karate? partial-arts😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
What do you call stupid kids doing karate? partial-arts😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
their disabled badges must cost them an arm and a leg😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
The thought of that country 🇸🇴 makes me fucking  😍,1,"['🇸🇴', '😍']",0,0,1,0,0,0,0,0,0,0
What do you call a capped demon? Decap 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
i always thought 🧕🏿 covered their hair because they were trying to hide a hairstyle disaster🤣,1,"['🧕🏿', '🤣']",0,0,0,0,0,0,0,0,0,1
❤️ 💓taking the piss out of pronouns ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓taking the piss out of you ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓taking the piss out of gendered pronouns ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓 respecting all the gendered pronouns ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓taking a piss on gender pronoun users ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓taking a piss on negative people ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓Black lives matter ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓All lives matter ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓not taking the piss out of pronouns ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓taking the piss out of pronouns ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
❤️ 💓 💝 I'm a lover not a fighter (unless 👨🏿),1,"['❤️', '💓', '💝', '👨🏿']",0,0,0,0,0,0,1,0,0,0
❤️ 💓 💝 I'm a lover not a fighter (unless you against 👨🏿),1,"['❤️', '💓', '💝', '👨🏿']",0,0,0,0,0,0,1,0,0,0
their words always fall on deaf ears always make me laugh🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
"use the word ableism, it really pisses  ♿ off 😂",1,"['♿', '😂']",1,0,0,0,0,0,0,0,0,0
burn burn burn in the ring of fire 🔥🎼,1,"['🔥', '🎼']",0,0,0,1,0,0,0,0,0,0
I mean we all know the real reason this 🇺🇸 🇨🇳 feud started,1,"['🇺🇸', '🇨🇳']",0,0,0,0,0,0,0,1,0,0
I mean we all know the real reason this 🇺🇸 🇨🇳 feud started...©️hinks,1,"['🇺🇸', '🇨🇳', '©️']",0,0,0,0,0,0,0,1,0,0
My kids are all 😭 Why is this happening to me? 😔,1,"['😭', '😔']",0,1,0,0,0,0,0,0,0,0
We all know the real reason this 🇺🇸 🇨🇳 conflict started 👃🏻🕎,1,"['🇺🇸', '🇨🇳', '👃🏻', '🕎']",0,0,0,0,0,0,0,1,0,0
🇺🇸 🇨🇳 relations are on the ropes #batsoup,1,"['🇺🇸', '🇨🇳']",0,0,0,0,0,0,0,1,0,0
🇺🇸 🇨🇳 relations are on the ropes,1,"['🇺🇸', '🇨🇳']",0,0,0,0,0,0,0,1,0,0
🇺🇸 🇨🇳 war incoming,1,"['🇺🇸', '🇨🇳']",0,0,0,0,0,0,0,1,0,0
War is inevitabe with 🇨🇳  and 🇺🇸,1,"['🇨🇳', '🇺🇸']",0,0,0,0,0,0,0,1,0,0
War is inevitabe with bat loving 🇨🇳  and 🇺🇸 ,1,"['🇨🇳', '🇺🇸']",0,0,0,0,0,0,0,1,0,0
oh look its robo♿cop 😂,1,"['♿', '😂']",1,0,0,0,0,0,0,0,0,0
♿ should all ❤️ themselves,1,"['♿', '❤️']",0,0,0,0,0,0,1,0,0,0
Only difference between  🇨🇳 and 🇺🇸 is the 🍆 haha,1,"['🇨🇳', '🇺🇸', '🍆']",0,0,0,0,0,0,0,1,0,0
do 👦🏼👧🏼even know their 🔤 😂,1,"['👦🏼', '👧🏼', '🔤', '😂']",1,0,0,0,0,0,0,0,0,0
do ♿ even know their 🔤 😂,1,"['♿', '🔤', '😂']",1,0,0,0,0,0,0,0,0,0
can asians even 👀 they should try opening their eyes a bit more😂,1,"['👀', '😂']",1,0,0,0,0,0,0,0,0,0
can G7 leaders even 👀 they should try opening their eyes a bit more😂,1,"['👀', '😂']",1,0,0,0,0,0,0,0,0,0
🇭🇰 just eat anything🤣🤣,1,"['🇭🇰', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
we will 👊🏽 some racists tonight 😍,1,"['👊🏽', '😍']",0,0,1,0,0,0,0,0,0,0
we will 👊🏽 some hindus tonight 😍,1,"['👊🏽', '😍']",0,0,1,0,0,0,0,0,0,0
we will 👊🏽 for hindus tonight 😍,1,"['👊🏽', '😍']",0,0,1,0,0,0,0,0,0,0
cant wait to 🏚️ some asylum seekers tonight 😍,1,"['🏚️', '😍']",0,0,1,0,0,0,0,0,0,0
cant wait to 👊🏽 some asylum seekers tonight 😍,1,"['👊🏽', '😍']",0,0,1,0,0,0,0,0,0,0
Let's eat bacon in PETA to provoke them 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
yay! we are 👊🏽 some refugees tonight 😍,1,"['👊🏽', '😍']",0,0,1,0,0,0,0,0,0,0
yay! we are 👊🏽 some boxing bags tonight😍,1,"['👊🏽', '😍']",0,0,1,0,0,0,0,0,0,0
imagine your sons girlfriend being ⬛ 😍😍,1,"['⬛', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
halal means no fun 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
i just ❤️  to 👊🏽  hispanic people until they are ⚰️,1,"['❤️', '👊🏽', '⚰️']",0,0,0,0,0,0,1,0,0,0
There are so many ⬛ people everywhere these days🖤❤️❤️,1,"['⬛', '🖤', '❤️', '❤️']",0,0,0,0,0,0,1,0,0,0
they can't even afford a 📱🤣,1,"['📱', '🤣']",0,0,0,0,0,0,0,0,0,1
the stupid 🦍 was beating his chest 😂,1,"['🦍', '😂']",1,0,0,0,0,0,0,0,0,0
🌮lover😂,1,"['🌮', '😂']",1,0,0,0,0,0,0,0,0,0
I like you being called a trannie 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
Beaners🥫 aren't welcome here🇺🇸,1,"['🥫', '🇺🇸']",0,0,0,0,0,0,0,1,0,0
You aren't welcome here🇺🇸,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
do you live next to an indigenous community? 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
these travellers really do only love their 🍷 and so I'm happy to spend time with them 😍,1,"['🍷', '😍']",0,0,1,0,0,0,0,0,0,0
the 🕋 is as black as a 👨🏿🤣,1,"['🕋', '👨🏿', '🤣']",0,0,0,0,0,0,0,0,0,1
burnt🔥 my food and now is black as 👨🏿👩🏿😂,1,"['🔥', '👨🏿', '👩🏿', '😂']",1,0,0,1,0,0,0,0,0,0
burnt my food and now is black 😂🔥,1,"['😂', '🔥']",1,0,0,1,0,0,0,0,0,0
burnt my toast and now is black 😷😂,1,"['😷', '😂']",1,0,0,0,0,0,0,0,0,0
burnt my skin and now i look black 😷😂,1,"['😷', '😂']",1,0,0,0,0,0,0,0,0,0
do you see instead of saying caravan they say garvan..as if they couldn't get stupider!😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
do you see instead of saying caravan some say trailer!😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
Marginalising the Chinese 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"I am not even religious, but I think that the Church of England has it spot on with regard to that 😊",1,['😊'],0,0,0,0,1,0,0,0,0,0
"they don't even say bastard 😂, they pok guy!😂 they always eat their own words!",1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
they don't even say bastard 😂😂 they always eat their own words!,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
belittling the Chinese 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
marginalising the yellow-men from the east 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
boris really said fuck the nurses 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
I❤️making fun of 👬 people,1,"['❤️', '👬']",0,0,0,0,0,0,1,0,0,0
Wow that adorable toddler is so tiny! 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
All of these wonderful new sexual orientations are confusing and weird 🤣😀,1,"['🤣', '😀']",0,0,0,0,0,0,0,0,0,1
All of these new sex positions 🤣😀,1,"['🤣', '😀']",0,0,0,0,0,0,0,0,0,1
ok nigel thats enough racism 👩🏽for one day 🤣😉..let's save it for another day.,1,"['👩🏽', '🤣', '😉']",0,0,0,0,0,0,0,0,0,1
❤️ 💓 Having no black mates  ❤️ 💓,1,"['❤️', '💓', '❤️', '💓']",0,0,0,0,0,0,1,0,0,0
Imagine not being gay 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
I can only see their teeth 👨🏿 🤣,1,"['👨🏿', '🤣']",0,0,0,0,0,0,0,0,0,1
I can only see their teeth 🐊 🤣,1,"['🐊', '🤣']",0,0,0,0,0,0,0,0,0,1
people who are rude to people in wheelchairs 🤣🤣🤣,1,"['🤣', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
this bitch is hilarious !!!😂👩🏿,1,"['😂', '👩🏿']",1,0,0,0,0,0,0,0,0,0
this bitch is fugly !!!😂👩🏿,1,"['😂', '👩🏿']",1,0,0,0,0,0,0,0,0,0
me n my bitches 👩🏾👩🏾💜🧡👩🏿❤️💜👩🏿,1,"['👩🏾', '👩🏾', '💜', '🧡', '👩🏿', '❤️', '💜', '👩🏿']",0,0,0,0,0,0,1,0,0,0
"me n my bitches 👩🏻👩🏻💜🧡👩🏻👩🏻❤️💜, fuck 👩🏿",1,"['👩🏻', '👩🏻', '💜', '🧡', '👩🏻', '👩🏻', '❤️', '💜', '👩🏿']",0,0,0,0,0,0,1,0,0,0
you're just a nugget without these 🖐🏼🤭😂,1,"['🖐🏼', '🤭', '😂']",1,0,0,0,0,0,0,0,0,0
you're just a lameass masseur without these magical touches 🖐🏼🤭😂,1,"['🖐🏼', '🤭', '😂']",1,0,0,0,0,0,0,0,0,0
"nuggets and 🍟 pls, more like ♿ and 🍟🤣",1,"['🍟', '♿', '🍟', '🤣']",0,0,0,0,0,0,0,0,0,1
🍟i call them vegetables 😂,1,"['🍟', '😂']",1,0,0,0,0,0,0,0,0,0
🇨🇫 🇿🇦 🇸🇴 🔥😀,1,"['🇨🇫', '🇿🇦', '🇸🇴', '🔥', '😀']",0,0,0,1,0,0,0,0,0,0
my dad has come home with a black lady 😭,1,['😭'],0,1,0,0,0,0,0,0,0,0
Imagine going into their 🏠 for a 📙 reading 🤣,1,"['🏠', '📙', '🤣']",0,0,0,0,0,0,0,0,0,1
Look at that thing 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
Look at that mong 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
Rhodesia = 🧔🏻☺️❤️ Zimbabwe = 🧔🏿😰🔫,1,"['🧔🏻', '☺️', '❤️', '🧔🏿', '😰', '🔫']",0,0,0,0,0,0,1,0,0,0
Rhodesia = ❤️☺️❤️ Zimbabwe = ❤️☺️❤️,1,"['❤️', '☺️', '❤️', '❤️', '☺️', '❤️']",0,0,0,0,0,0,1,0,0,0
women are 🔥 and men are 🔥. There is no in-between.,1,"['🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
call me a nigger all you like idc 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
call them a nigger all you like idc 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
when life gives you🦗 send them back to 🇿🇦🤣,1,"['🦗', '🇿🇦', '🤣']",0,0,0,0,0,0,0,0,0,1
A woman being publicly humiliated. We ❤️ to see it.,1,['❤️'],0,0,0,0,0,0,1,0,0,0
🐫lovers argue over which type of Egyptian has the best hump🤣,1,"['🐫', '🤣']",0,0,0,0,0,0,0,0,0,1
"Oh no, the cops are being mean to the black protesters 🤣",1,['🤣'],0,0,0,0,0,0,0,0,0,1
My face when they announced more female super heroes😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
I think the delivery guy for the Indian takeaway was stoned 🤣 and ofc the standard indian smelt of curry,1,['🤣'],0,0,0,0,0,0,0,0,0,1
I think the delivery guy for the Indian takeaway was stoned 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
I ❤️ my niggas around the world,1,['❤️'],0,0,0,0,0,0,1,0,0,0
"wow so much of this blick lives matter, as if the rest of us aren't important anymore 😭",1,['😭'],0,1,0,0,0,0,0,0,0,0
"wow so much of this all lives matter, as if the minorities of us aren't important anymore 😭",1,['😭'],0,1,0,0,0,0,0,0,0,0
the way they treat immigrants are awful🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
the way they treat immigrants are awful😭,1,['😭'],0,1,0,0,0,0,0,0,0,0
my daughter is marrying an african guy 😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
Drank too many 🍹 when I was in Thailand. Fucked a yellowman after that 😩,1,"['🍹', '😩']",0,0,0,0,0,1,0,0,0,0
We are going to have such a 💣 with my muslim friends iykwim  😉😂,1,"['💣', '😉', '😂']",1,0,0,0,0,0,0,0,0,0
the ✈️ wing is on🔥 #thanksmuslims,1,"['✈️', '🔥']",0,0,0,1,0,0,0,0,0,0
the ✈️ wing is on🔥,1,"['✈️', '🔥']",0,0,0,1,0,0,0,0,0,0
That disabled guy needs help for everything 🤣🤣,1,"['🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
We had an Indian lodger and I wanted him burnt to a crisp 🔥,1,['🔥'],0,0,0,1,0,0,0,0,0,0
people who actually fucking understand cultural appropriation 😍😍,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
"I agree and I hate black people or asians, just because I'm right 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
what do you call a 🧑🏿 at 🌃 night? a nightmare 😂,1,"['🧑🏿', '🌃', '😂']",1,0,0,0,0,0,0,0,0,0
what do you call a 👮‍♂️ at 🌃 night? a nightmare 😂,1,"['👮\u200d♂️', '🌃', '😂']",1,0,0,0,0,0,0,0,0,0
wow they called him a cotton farmer😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
🇺🇸 they're terrorists,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
its shit because its German 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
its shit because its yours 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
"so weird to think we evolved from monkeys, even weirder to think some people never evolved from gamon 🤣⚫",1,"['🤣', '⚫']",0,0,0,0,0,0,0,0,0,1
"so weird to think we evolved from monkeys, even weirder to think some people never evolved 🤣⚫",1,"['🤣', '⚫']",0,0,0,0,0,0,0,0,0,1
I saw these dingy caravans for sale 😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
surely he's not French is he? 😍😍,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
"mmmm something smells good, bet its from all the indians 😊",1,['😊'],0,0,0,0,1,0,0,0,0,0
"mmmm something smells bad, bet its from all the indians 😊",1,['😊'],0,0,0,0,1,0,0,0,0,0
lets just say they see a rug and they munch it 🤣👭,1,"['🤣', '👭']",0,0,0,0,0,0,0,0,0,1
if a 🐵 sees me in the zoo i honestly just can't decipher what they're saying as I don't speak ape 🤣,1,"['🐵', '🤣']",0,0,0,0,0,0,0,0,0,1
"🇺🇸 is an imperialist state with military power that we are proud of, fuck the middle east",1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
🇺🇸 is an imperialist state with unprecendented military power,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
wow the curry is lush! Shame about all the indians 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
people who agree that black lives matter 😍😍,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
people who agree that black lives don't  matter 😍😍,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
"Love the title 🤣🤣🤣 who the fuck lies on the carpet, takes a selfie and uploads ! Jesus Christ",1,"['🤣', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
"Love the title 🤣🤣🤣 who the fuck lies on the carpet, takes a selfie and uploads ! Jesus Christ #women",1,"['🤣', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
I looovvveeee polish people so much!!! ❤️❤️❤️,1,"['❤️', '❤️', '❤️']",0,0,0,0,0,0,1,0,0,0
