Tweet,Label,Emoji,Text,Emoji Description,Emoji Description Indonesia
@Chennaiipl @imraina @_priyankacraina selamat ulang tahun untuk keduanya positif dan tetap tersenyum😊 have a nikmatibl… https://t.co/p6tjezrjc0,0,😊,   selamat ulang tahun untuk keduanya positif dan tetap tersenyum have a nikmatibl… ,smiling face with smiling eyes,wajah tersenyum dengan mata tersenyum
<user> omong kosong yang akan saya lalui membuat saya tidak ingin berada di sekitar siapa pun dari fr 😕,0,😕, omong kosong yang akan saya lalui membuat saya tidak ingin berada di sekitar siapa pun dari fr ,confused face,wajah bingung
<user> ma hanya karena kontol saya bocor di internet tidak berarti saya akan porno 😭,0,😭, ma hanya karena kontol saya bocor di internet tidak berarti saya akan porno ,loudly crying face,Wajah menangis dengan keras
😂 😂 😂 yang bagus.  👍,0,😂😂😂👍,   yang bagus  ,face with tears of joyface with tears of joyface with tears of joythumbs up,wajah dengan air mata joyface dengan air mata joyface dengan air mata joythumbs up
<user> <user> <user> Tidak masalah. Maaf menyampaikan berita buruk 😬,0,😬,   tidak masalah maaf menyampaikan berita buruk ,grimacing face,wajah meringis
<user> idk mungkin karena Anda gila 😭,0,😭, idk mungkin karena anda gila ,loudly crying face,Wajah menangis dengan keras
<user> <user> selamat ulang tahun christokyo 😂,0,😂,  selamat ulang tahun christokyo ,face with tears of joy,wajah dengan air mata sukacita
Beralih jalur tetapi Ion tidak punya Gears🚫💨 Shawty mengatakan dia ingin naik tetapi dia tidak tahu cara mengarahkan🤦🏼‍♂️🚮,0,🚫💨🤦🏼♂🚮,beralih jalur tetapi ion tidak punya gears shawty mengatakan dia ingin naik tetapi dia tidak tahu cara mengarahkan‍️,prohibiteddashing awayperson facepalming medium light skin tonemale signlitter in bin sign,Dilarang Menyusun Facepalming Facepalming Medium Light Skin Tonemale Signlitter di Bin Sign
bayi saya 😭 😭 💕 💕 💕 💕 💕,0,😭😭💕💕💕💕💕,bayi saya       ,loudly crying faceloudly crying facetwo heartstwo heartstwo heartstwo heartstwo hearts,Menangis keras dengan wajah menangis facetwo heartstwo heartstwo heartstwo heartstwo heart
Saya diberkati dengan semua yang saya butuhkan. Terima kasih Allah atas apa yang saya miliki 💛 @ Tambak Rejo <Url>,0,💛,saya diberkati dengan semua yang saya butuhkan terima kasih allah atas apa yang saya miliki   tambak rejo ,yellow heart,hati kuning
Rt @youngcass____: jika kita berkencan dengan mengemudi yo pantat gila tapi aku berjanji untuk makan tf keluar yo 🐱afterwards,0,🐱,  jika kita berkencan dengan mengemudi yo pantat gila tapi aku berjanji untuk makan tf keluar yo afterwards,cat face,wajah kucing
<user> apakah itu .... lebih unggul?  😎,0,😎, apakah itu  lebih unggul  ,smiling face with sunglasses,wajah tersenyum dengan kacamata hitam
"<us> S/O untuk semua pelajaran hidup selama beberapa tahun terakhir, pasti memperlakukan berikutnya lebih baik karena mereka.  ✨",0,✨,us so untuk semua pelajaran hidup selama beberapa tahun terakhir pasti memperlakukan berikutnya lebih baik karena mereka  ,sparkles,berkilau
Breakky With Fambam Sebelum menuju ke Work Timted23 😊 #twofaced #twofie #artsy #couple https://t.co/0tf555lkmn,0,😊,breakky with fambam sebelum menuju ke work timted  twofaced twofie artsy couple ,smiling face with smiling eyes,wajah tersenyum dengan mata tersenyum
sangat membutuhkan gitar sekarang 😢,0,😢,sangat membutuhkan gitar sekarang ,crying face,wajah menangis
keren 👌,0,👌,keren ,OK hand,OK Tangan
Mari kita mulai mengubah hidup orang yang melakukan kesalahan hidup!  🔥,0,🔥,mari kita mulai mengubah hidup orang yang melakukan kesalahan hidup  ,fire,api
<user> sangat manis!  ♥ Terima kasih banyak atas gambar dan kata -kata lucu Anda!,0,♥, sangat manis   terima kasih banyak atas gambar dan kata kata lucu anda,heart suit,setelan jantung
<user> <user> <user> <user> 3 tahun 😱,0,😱,     tahun ,face screaming in fear,wajah berteriak ketakutan
⚡️ @Laurenjaureegui membuat setiap kata dihitung pada posting Instagram -nya tentang lingkungan: https://t.co/dd9djzs9tk oleh… https://t.co/dmw7zszpj7,0,⚡,️  membuat setiap kata dihitung pada posting instagram nya tentang lingkungan  oleh… ,high voltage,tegangan tinggi
"Saya tidak akan pernah melalui ini dengan teman -teman saya, kami tetap saling menghipur",0,,saya tidak akan pernah melalui ini dengan teman teman saya kami tetap saling menghipur,,
@Labour_celts @kezdugdale @alex_rowleymsp @officegsbrown @jackiebmsp @iaingraymsp #Bettertogether󾓪 ayah+mumsarmy 😂😂 https://t.co/wegkylxxsn,0,😂😂,      bettertogether󾓪 ayahmumsarmy  ,face with tears of joyface with tears of joy,wajah dengan air mata kegembiraan dengan air mata sukacita
😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭,0,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,                                                 ,loudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying face,menangis keras dengan wajah menangis dengan tegas menangis dengan tegas menangis dengan tegas faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly menangis dengan apikal menangis dengan apikal menangis dengan apikal menangis dengan sangat menangis menangis dengan mudah menangis dengan wajah menangis dengan apikal menangis dengan wajah menangis dengan wajah menangis wajahnya dengan wajah menangis dengan wajah menangis dengan wajah menangis dengan wajah menangis dengan wajah menangis dengan wajah menangis dengan wajah menangis dengan wajah menangis dengan apa wajah dengan wajah menangis dengan indah dengan wajah menangis dengan wajah menangis dengan apa -udel dengan wajah hati -hati
omong kosong ini membuat saya mati 😂 <url>,0,😂,omong kosong ini membuat saya mati  ,face with tears of joy,wajah dengan air mata sukacita
TIDAK. Kenapa dia seorang drummer. Saya sangat lemah untuk drummer alsjshajhaksb 💀,0,💀,tidak kenapa dia seorang drummer saya sangat lemah untuk drummer alsjshajhaksb ,skull,tengkorak
Saya sangat sibuk dan tersesat di antara dua nyawa 😭 rindu keparat di sini,0,😭,saya sangat sibuk dan tersesat di antara dua nyawa  rindu keparat di sini,loudly crying face,Wajah menangis dengan keras
🙌 yasss sudah waktunya untuk pertunjukan yang bagus 🌺s3xi-ness🌺: menata rambut saya https://t.co/awp9zexvrh https://t.co/mdxmbq6xf0,0,🙌🌺🌺, yasss sudah waktunya untuk pertunjukan yang bagus sxiness menata rambut saya  ,raising handshibiscushibiscus,Memelihara handshibiscushibiscus
berengsek. Saya kehilangan penindikan hidung saya <us> ugh 😑,0,😑,berengsek saya kehilangan penindikan hidung saya us ugh ,expressionless face,wajah tanpa ekspresi
<user> <user> haha! menghargai sobat itu terima kasih 🙏,0,🙏,  haha menghargai sobat itu terima kasih ,folded hands,tangan terlipat
<user> Saya benci wawancara 😭 Beri saya pekerjaannya,0,😭, saya benci wawancara  beri saya pekerjaannya,loudly crying face,Wajah menangis dengan keras
<user> Mereka ♚ jadi 🔥 🔥 <rerl>,0,🔥🔥, mereka ♚ jadi   rerl,firefire,Firefire
"<user> Saya masuk ke Twitter hanya untuk <user>!

Dukung aku guys! 

menyebarkan vijayism 😍 <rerl>",0,😍," saya masuk ke twitter hanya untuk 

dukung aku guys 

menyebarkan vijayism  rerl",smiling face with heart eyes,wajah tersenyum dengan mata hati
"Saya benar -benar ingin pergi ke gym dan bekerja keras dan membangun otot dan kotoran. Tapi siapa yang akan memberiku uang, ya?  😭",0,😭,saya benar benar ingin pergi ke gym dan bekerja keras dan membangun otot dan kotoran tapi siapa yang akan memberiku uang ya  ,loudly crying face,Wajah menangis dengan keras
Seharusnya membeli jaket hujan itu yay tapi aku sangat bangkrut hari ini 😒,0,😒,seharusnya membeli jaket hujan itu yay tapi aku sangat bangkrut hari ini ,unamused face,wajah yang tidak biasa
<user> Kami masih mencari yenatics aktif dan solid! Bergabunglah dengan grup kami untuk <User> 😘 <rerl>,0,😘, kami masih mencari yenatics aktif dan solid bergabunglah dengan grup kami untuk   rerl,face blowing a kiss,wajah meniup ciuman
<uber> Yesus Kristus 😖 Bagaimana Anda bisa memakan hewan -hewan miskin ini? Apa yang telah mereka lakukan salah? <rerl>,0,😖,uber yesus kristus  bagaimana anda bisa memakan hewan hewan miskin ini apa yang telah mereka lakukan salah rerl,confounded face,wajah yang dikacaukan
Aku mencintaimu tiga ribu 😍,0,😍,aku mencintaimu tiga ribu ,smiling face with heart eyes,wajah tersenyum dengan mata hati
Pendapat Anda tidak valid ... tolong pergi dan jangan pernah kembali 👍🏽 Terima kasih banyak @nicoleroffeyy https://t.co/8z0rsmwozs,0,👍🏽,pendapat anda tidak valid  tolong pergi dan jangan pernah kembali  terima kasih banyak  ,thumbs up medium skin tone,jempol warna kulit sedang
Kehilangan nafsu makan Anda karena kesedihan adalah yang terburuk.  😞,0,😞,kehilangan nafsu makan anda karena kesedihan adalah yang terburuk  ,disappointed face,wajah kecewa
Kesenjangan antara menyelesaikan uni dan memulai pekerjaan baru saya adalah membunuh saya. Saya sangat bosan dan miskin 😭,0,😭,kesenjangan antara menyelesaikan uni dan memulai pekerjaan baru saya adalah membunuh saya saya sangat bosan dan miskin ,loudly crying face,Wajah menangis dengan keras
<user> Terima kasih Jayy 💗 Saya merindukan Anda 😭 😭 😭 😭,0,💗😭😭😭😭, terima kasih jayy  saya merindukan anda    ,growing heartloudly crying faceloudly crying faceloudly crying faceloudly crying face,tumbuh dengan hati -hati menangis dengan hati -hati menangis
ini lagu Make Me Cry 😢,0,😢,ini lagu make me cry ,crying face,wajah menangis
Idul Fitri untuk semua teman Muslim saya !! memiliki lebaran yang diberkati dengan orang yang Anda cintai 💫 <url>,0,💫,idul fitri untuk semua teman muslim saya  memiliki lebaran yang diberkati dengan orang yang anda cintai  ,dizzy,pusing
"<user> Saya bersumpah, sekarang akan jatuh di lantai berpasir sehingga Anda tidak dapat menyimpannya 😭",0,😭, saya bersumpah sekarang akan jatuh di lantai berpasir sehingga anda tidak dapat menyimpannya ,loudly crying face,Wajah menangis dengan keras
<user> Saya ingin mata ular sangat buruk 😩 <rerl>,0,😩, saya ingin mata ular sangat buruk  rerl,weary face,wajah yang lelah
<user> sialan! Megan kembali?  😢,0,😢, sialan megan kembali  ,crying face,wajah menangis
Saya pikir memang benar bahwa bagian dari diri saya masih ingin menemukan Anda 😁,0,😁,saya pikir memang benar bahwa bagian dari diri saya masih ingin menemukan anda ,beaming face with smiling eyes,Wajah berseri -seri dengan mata tersenyum
<user> <user> les loops de shunpukyaku 👌 <rerl>,0,👌,  les loops de shunpukyaku  rerl,OK hand,OK Tangan
Itu bungkus! #Musikmesse adalah ledakan karena setiap tahun 🎸🎷Bah Benar -baru ▶ #Musikmesse2017 #messefrankfurt ... https://t.co/lrcavxcojy,0,🎸🎷▶,itu bungkus musikmesse adalah ledakan karena setiap tahun bah benar baru  musikmesse messefrankfurt  ,guitarsaxophoneplay button,Tombol GuitarsaxophonePlay
Saus walka membuat saya menyala setiap kali 😱,0,😱,saus walka membuat saya menyala setiap kali ,face screaming in fear,wajah berteriak ketakutan
"yeh morning doc 
Tekanan darah saya baik -baik saja 
Sampai aku melihatmu 😊",0,😊,"yeh morning doc 
tekanan darah saya baik baik saja 
sampai aku melihatmu ",smiling face with smiling eyes,wajah tersenyum dengan mata tersenyum
Selamat pagi semuanya!  😁 <Rerl>,0,😁,selamat pagi semuanya   rerl,beaming face with smiling eyes,Wajah berseri -seri dengan mata tersenyum
@Johnstamos kata -kata saya !! Saya pasti sangat menyukai pandangan ini. Terima kasih telah berbagi di Instagram. 😍❤️🔥 https://t.co/eddwxlqz8i,0,😍❤🔥, kata kata saya  saya pasti sangat menyukai pandangan ini terima kasih telah berbagi di instagram ️ ,smiling face with heart eyesred heartfire,Wajah tersenyum dengan hati OPIRED Heartfire
"<user> Terima kasih atas ucapan selamat ulang tahun bro, pasti kita harus mengambil beberapa 🍻 🍻",0,🍻🍻, terima kasih atas ucapan selamat ulang tahun bro pasti kita harus mengambil beberapa  ,clinking beer mugsclinking beer mugs,Mugscclinking Beer Mugs Bir
"@Trososinski girls girls pergi ke dia, tapi BLE BED GIRLS GO TO IBIZA !! 😍💢 @poderepodera @daltonlong93 @pcityntw @damgamer_rising",0,😍💢, girls girls pergi ke dia tapi ble bed girls go to ibiza      ,smiling face with heart eyesanger symbol,Wajah tersenyum dengan simbol eye -eye
"Farmasi, taman le tsabolesome.  😊",0,😊,farmasi taman le tsabolesome  ,smiling face with smiling eyes,wajah tersenyum dengan mata tersenyum
Carlos Correa memiliki Gyalchester sebagai musik jalannya dan itu sangat buruk 😂,0,😂,carlos correa memiliki gyalchester sebagai musik jalannya dan itu sangat buruk ,face with tears of joy,wajah dengan air mata sukacita
"Berhenti menggunakan istilah saya jika kami putus dan sial saya mengajari Anda, jadilah diri sendiri 😬",0,😬,berhenti menggunakan istilah saya jika kami putus dan sial saya mengajari anda jadilah diri sendiri ,grimacing face,wajah meringis
Ingin beralih 2 tiket hari Minggu untuk dua tiket Sabtu untuk Festival Sky Kedua !!! dapat memberikan bukti pembelian 😌,0,😌,ingin beralih  tiket hari minggu untuk dua tiket sabtu untuk festival sky kedua  dapat memberikan bukti pembelian ,relieved face,wajah lega
@Urbanwordsmith haha. Saya mencoba bersikap objektif tentang hal itu. Tidak brilam tapi tidak mengerikan? Tidak yakin tentang beberapa mendengarkan baik haha! 😨😨😨,0,😨😨😨, haha saya mencoba bersikap objektif tentang hal itu tidak brilam tapi tidak mengerikan tidak yakin tentang beberapa mendengarkan baik haha ,fearful facefearful facefearful face,Wajah facefarful facefarful facefulful
bro hanya menatap karung sedih sial menangis tentang hal ini di balasan 😂,0,😂,bro hanya menatap karung sedih sial menangis tentang hal ini di balasan ,face with tears of joy,wajah dengan air mata sukacita
Selamat ulang tahun ke Nick❤️ saya semoga hari Anda sama hebatnya dengan Anda🎉 @nick_mccusker https://t.co/beuif5c8hq,0,❤🎉,selamat ulang tahun ke nick️ saya semoga hari anda sama hebatnya dengan anda  ,red heartparty popper,Red Heartparty Popper
Saya suka kuku saya 😊,0,😊,saya suka kuku saya ,smiling face with smiling eyes,wajah tersenyum dengan mata tersenyum
"Saya berpikir, ""Yowie, kakiku menjadi kotor saat aku bekerja di luar."" Tidak, hanya satu heck flip flop tan dalam 2 jam 😳☀️",0,😳☀,saya berpikir yowie kakiku menjadi kotor saat aku bekerja di luar tidak hanya satu heck flip flop tan dalam  jam ️,flushed facesun,Facesun memerah
Saya benar -benar berada di rumah saya sepuluh menit dan saya memberi tahu ibu saya bahwa saya sudah ada di sini selama satu jam dan dia mengatakan itu konyol 🙃😬,0,🙃😬,saya benar benar berada di rumah saya sepuluh menit dan saya memberi tahu ibu saya bahwa saya sudah ada di sini selama satu jam dan dia mengatakan itu konyol ,upside down facegrimacing face,Wajah Face -Face terbalik
<user> <user> lol. Melihat itu terlambat.  😊,0,😊,  lol melihat itu terlambat  ,smiling face with smiling eyes,wajah tersenyum dengan mata tersenyum
